Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
State,10,Delaware,815,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH CC,13,33441.153846,10975.692308,6581.4615385
State,10,Delaware,824,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH CC,11,90203.545455,35456.090909,21302.545455
State,10,Delaware,835,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH CC,16,74247.9375,26283.5,23920.9375
State,10,Delaware,840,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH MCC,33,75068.454545,25899.575758,24235.878788
State,10,Delaware,841,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH CC,23,53502.173913,14727.73913,12696.869565
State,10,Delaware,847,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC,38,63344.947368,18888.342105,17923.815789
State,10,Delaware,853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,254,123356.06299,48863.88189,43746.988189
State,10,Delaware,854,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH CC,75,58267.533333,19475.146667,14794.6
State,10,Delaware,856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH MCC,25,161126.28,51334.84,47837.32
State,10,Delaware,857,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH CC,25,49322.08,17310.32,13636.08
State,10,Delaware,862,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITH MCC,38,60816.026316,18818.368421,16331.842105
State,10,Delaware,863,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITHOUT MCC,40,27500.1,8892.675,6599.25
State,10,Delaware,864,FEVER AND INFLAMMATORY CONDITIONS,32,35488.375,7584.8125,5402.15625
State,10,Delaware,865,VIRAL ILLNESS WITH MCC,12,115999.66667,82497.083333,10312.166667
State,10,Delaware,866,VIRAL ILLNESS WITHOUT MCC,19,34372.947368,9944.0526316,7194.2631579
State,10,Delaware,867,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH MCC,11,40260.727273,21368.636364,12793.363636
State,10,Delaware,868,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,15,32239.4,14230,6168.8
State,10,Delaware,870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,160,175613.75625,64159.525,57810.3625
State,10,Delaware,871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,1543,57422.990279,18286.011666,15908.519119
State,10,Delaware,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,350,33856.045714,8885.3371429,6666.0914286
State,10,Delaware,880,ACUTE ADJUSTMENT REACTION AND PSYCHOSOCIAL DYSFUNCTION,32,24771.21875,9055.15625,4991.34375
State,10,Delaware,884,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,112,41025.8125,15015.580357,10532.026786
State,10,Delaware,885,PSYCHOSES,60,39144.2,14012.916667,10028.666667
State,10,Delaware,896,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITH MCC",46,58795.434783,18202.782609,15523.217391
State,10,Delaware,897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",101,29647.623762,7732.4752475,5709.6831683
State,10,Delaware,907,OTHER O.R. PROCEDURES FOR INJURIES WITH MCC,38,106356.31579,39227.131579,36345.815789
State,10,Delaware,908,OTHER O.R. PROCEDURES FOR INJURIES WITH CC,30,70406.9,21340.9,17177.766667
State,10,Delaware,916,ALLERGIC REACTIONS WITHOUT MCC,25,16505.16,6422.4,3951.84
State,10,Delaware,917,POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,115,51735.113043,15501.695652,12253.321739
State,10,Delaware,918,POISONING AND TOXIC EFFECTS OF DRUGS WITHOUT MCC,67,22264.686567,7121.8358209,5406.5522388
State,10,Delaware,919,COMPLICATIONS OF TREATMENT WITH MCC,59,46508.050847,16830.338983,14480.694915
State,10,Delaware,920,COMPLICATIONS OF TREATMENT WITH CC,49,23624.816327,9045.2244898,7283.7142857
State,10,Delaware,921,COMPLICATIONS OF TREATMENT WITHOUT CC/MCC,15,22231.6,8807.4666667,4158.4666667
State,10,Delaware,923,"OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITHOUT MCC",11,24709.909091,8187.2727273,6401.9090909
State,10,Delaware,947,SIGNS AND SYMPTOMS WITH MCC,34,31507.588235,11275.323529,8737.1470588
State,10,Delaware,948,SIGNS AND SYMPTOMS WITHOUT MCC,117,22564.991453,7602.7692308,5229.6410256
State,10,Delaware,951,OTHER FACTORS INFLUENCING HEALTH STATUS,16,30742.5625,11433.1875,6173.1875
State,10,Delaware,956,"LIMB REATTACHMENT, HIP AND FEMUR PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA",26,123748.03846,48565.038462,38429.5
State,10,Delaware,963,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH MCC,11,80771,33654.909091,22315
State,10,Delaware,964,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH CC,20,36083.1,15057.8,8966.3
State,10,Delaware,974,HIV WITH MAJOR RELATED CONDITION WITH MCC,19,131607.47368,43573.105263,37694.736842
State,10,Delaware,981,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,111,138074.8018,49260.576577,40505.225225
State,10,Delaware,982,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,52,66313.692308,22784.884615,18607.788462
State,10,Delaware,987,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,36,122909.08333,40814.833333,35017.138889
State,10,Delaware,988,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,35,57500.571429,15624.057143,12646.942857
State,11,District of Columbia,001,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITH MCC,39,1263837.1026,351253.97436,246058.25641
State,11,District of Columbia,003,"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NEC",125,973622.96,239768.576,191359.248
State,11,District of Columbia,004,"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOU",84,607673.7381,151376.78571,123607.88095
State,11,District of Columbia,005,LIVER TRANSPLANT WITH MCC OR INTESTINAL TRANSPLANT,33,764764.81818,190787.93939,104237
State,11,District of Columbia,011,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH MCC",19,316966.21053,57243.526316,48782.842105
State,11,District of Columbia,012,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH CC",18,273194,42165.666667,35583.777778
State,11,District of Columbia,016,AUTOLOGOUS BONE MARROW TRANSPLANT WITH CC/MCC,16,215988,93430.3125,52022.125
State,11,District of Columbia,020,INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH MCC,40,401483.55,111376.925,98215.45
State,11,District of Columbia,023,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O,87,230799.33333,56356.712644,47508.804598
State,11,District of Columbia,025,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC,182,220655.64286,51078.351648,38077.203297
State,11,District of Columbia,026,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC,49,164154.5102,34752.591837,24166.530612
State,11,District of Columbia,027,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC,59,133761.69492,26761.254237,19175.254237
State,11,District of Columbia,028,SPINAL PROCEDURES WITH MCC,17,269605.29412,73605.823529,48075.058824
State,11,District of Columbia,029,SPINAL PROCEDURES WITH CC OR SPINAL NEUROSTIMULATORS,19,172723.21053,36095.631579,27608.263158
State,11,District of Columbia,032,VENTRICULAR SHUNT PROCEDURES WITH CC,11,66466.454545,21406.454545,18634.727273
State,11,District of Columbia,034,CAROTID ARTERY STENT PROCEDURES WITH MCC,12,170395.75,38158.833333,34457.583333
State,11,District of Columbia,035,CAROTID ARTERY STENT PROCEDURES WITH CC,23,78390.130435,23486.826087,15796.956522
State,11,District of Columbia,036,CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC,26,76067.269231,18712.961538,13251.115385
State,11,District of Columbia,038,EXTRACRANIAL PROCEDURES WITH CC,19,103208.05263,17835.526316,12684.052632
State,11,District of Columbia,039,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,25,68182.76,11451.52,8076.16
State,11,District of Columbia,040,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH MCC",23,164922.08696,41540.913043,30835.826087
State,11,District of Columbia,041,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH CC OR PERIPHERAL NEUR",21,99006.761905,22926.095238,19102.809524
State,11,District of Columbia,054,NERVOUS SYSTEM NEOPLASMS WITH MCC,76,93353.144737,17412.75,11817.907895
State,11,District of Columbia,055,NERVOUS SYSTEM NEOPLASMS WITHOUT MCC,14,70567.357143,11842.214286,7037.4285714
State,11,District of Columbia,056,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,52,128370.65385,29337.153846,20395.903846
State,11,District of Columbia,057,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,100,63500.61,14774.63,10079.95
State,11,District of Columbia,059,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH CC,19,77565,16100.631579,9731
State,11,District of Columbia,061,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",22,138070.04545,28662.954545,23643
State,11,District of Columbia,062,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WIT",25,89447.92,18810.96,15656.72
State,11,District of Columbia,064,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,365,128263.48219,23513.865753,17652.969863
State,11,District of Columbia,065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,230,62921.56087,10614.573913,7200.0217391
State,11,District of Columbia,066,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,75,43998.266667,7873.36,4281.08
State,11,District of Columbia,069,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,43,43717.093023,8909.8604651,5961.1860465
State,11,District of Columbia,070,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC,63,89018.253968,22243.47619,16567.52381
State,11,District of Columbia,071,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC,50,63510.26,11905.74,8208.28
State,11,District of Columbia,073,CRANIAL AND PERIPHERAL NERVE DISORDERS WITH MCC,17,49758.647059,16139.705882,11466.235294
State,11,District of Columbia,074,CRANIAL AND PERIPHERAL NERVE DISORDERS WITHOUT MCC,41,56131.97561,12500.463415,7478.0487805
State,11,District of Columbia,082,TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC,67,113856.20896,25964.58209,20683.701493
State,11,District of Columbia,083,TRAUMATIC STUPOR AND COMA >1 HOUR WITH CC,52,55771.115385,14868.480769,11150.423077
State,11,District of Columbia,084,TRAUMATIC STUPOR AND COMA >1 HOUR WITHOUT CC/MCC,18,43920.055556,9802.4444444,7162.5555556
State,11,District of Columbia,085,TRAUMATIC STUPOR AND COMA <1 HOUR WITH MCC,24,80331.166667,22201.208333,18811.041667
State,11,District of Columbia,086,TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC,31,52101.032258,13742.83871,9943.4193548
State,11,District of Columbia,087,TRAUMATIC STUPOR AND COMA <1 HOUR WITHOUT CC/MCC,16,42293.625,10147.875,6739.875
State,11,District of Columbia,091,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,49,73440.265306,18168.408163,13592.530612
State,11,District of Columbia,092,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC,45,43570.755556,10758,7443.6666667
State,11,District of Columbia,100,SEIZURES WITH MCC,96,100745.36458,22136.260417,17004.84375
State,11,District of Columbia,101,SEIZURES WITHOUT MCC,116,49135.931034,9851.5775862,6553.2241379
State,11,District of Columbia,103,HEADACHES WITHOUT MCC,13,39360.076923,10334.384615,5992.0769231
State,11,District of Columbia,123,NEUROLOGICAL EYE DISORDERS,14,50513.714286,11012.357143,6346.5714286
State,11,District of Columbia,125,OTHER DISORDERS OF THE EYE WITHOUT MCC,18,36619.555556,9118.6111111,6508.3888889
State,11,District of Columbia,141,MAJOR HEAD AND NECK PROCEDURES WITH CC,21,176075.14286,27183.285714,18945.238095
State,11,District of Columbia,142,MAJOR HEAD AND NECK PROCEDURES WITHOUT CC/MCC,12,101117.41667,16738.75,13610.833333
State,11,District of Columbia,149,DYSEQUILIBRIUM,26,42225.461538,9003.2307692,5580.7307692
State,11,District of Columbia,155,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH CC",13,51800.076923,11134.923077,6531.3846154
State,11,District of Columbia,158,DENTAL AND ORAL DISEASES WITH CC,14,38319.214286,9174.9285714,6885.0714286
State,11,District of Columbia,163,MAJOR CHEST PROCEDURES WITH MCC,46,220454.58696,51450.586957,43238.652174
State,11,District of Columbia,164,MAJOR CHEST PROCEDURES WITH CC,89,104654.21348,27001.337079,17965.269663
State,11,District of Columbia,165,MAJOR CHEST PROCEDURES WITHOUT CC/MCC,38,67139.394737,16725.894737,12069.342105
State,11,District of Columbia,166,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC,32,202992.84375,43976.28125,33311.9375
State,11,District of Columbia,167,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC,19,79512,17231.315789,14066.315789
State,11,District of Columbia,175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,96,65237.364583,15606.46875,12173.75
State,11,District of Columbia,176,PULMONARY EMBOLISM WITHOUT MCC,68,44484.073529,9002.7058824,6159.2794118
State,11,District of Columbia,177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,584,75885.614726,23181.27226,18035.722603
State,11,District of Columbia,178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,78,53388.128205,13812.948718,10011.897436
State,11,District of Columbia,180,RESPIRATORY NEOPLASMS WITH MCC,75,108584.98667,21202.12,15325.2
State,11,District of Columbia,181,RESPIRATORY NEOPLASMS WITH CC,14,61331.714286,11809.142857,7315.9285714
State,11,District of Columbia,183,MAJOR CHEST TRAUMA WITH MCC,18,85598.611111,20152.777778,13458.222222
State,11,District of Columbia,184,MAJOR CHEST TRAUMA WITH CC,28,46502.035714,10660.357143,7203.2857143
State,11,District of Columbia,186,PLEURAL EFFUSION WITH MCC,16,86027,18657.0625,14575.75
State,11,District of Columbia,187,PLEURAL EFFUSION WITH CC,13,43374.692308,11813.230769,8895.9230769
State,11,District of Columbia,189,PULMONARY EDEMA AND RESPIRATORY FAILURE,151,62335.086093,13271.735099,9613.7218543
State,11,District of Columbia,190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,153,52428.30719,12496.078431,9555.6405229
State,11,District of Columbia,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,75,40676.253333,10069.533333,7099.1066667
State,11,District of Columbia,192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITHOUT CC/MCC,24,25856.541667,7876,5599.5
State,11,District of Columbia,193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,150,60189.873333,13890.14,10533.293333
State,11,District of Columbia,194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,63,35169.190476,8847.3333333,6398.3968254
State,11,District of Columbia,196,INTERSTITIAL LUNG DISEASE WITH MCC,23,69089.652174,20404.130435,11196.73913
State,11,District of Columbia,199,PNEUMOTHORAX WITH MCC,21,66938.52381,18935.47619,14601.857143
State,11,District of Columbia,200,PNEUMOTHORAX WITH CC,18,42301.555556,11655.611111,7567.0555556
State,11,District of Columbia,202,BRONCHITIS AND ASTHMA WITH CC/MCC,45,38522.866667,10286.088889,7397.5777778
State,11,District of Columbia,203,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,15,24948.533333,9071.3333333,6874.3333333
State,11,District of Columbia,204,RESPIRATORY SIGNS AND SYMPTOMS,22,36272.045455,8843.0909091,6041.8181818
State,11,District of Columbia,205,OTHER RESPIRATORY SYSTEM DIAGNOSES WITH MCC,36,64176.694444,16224.638889,13125.166667
State,11,District of Columbia,206,OTHER RESPIRATORY SYSTEM DIAGNOSES WITHOUT MCC,18,41792.388889,10828.555556,6885.7777778
State,11,District of Columbia,207,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS,90,310790.6,75188.1,59484.355556
State,11,District of Columbia,208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,133,134214.03008,30586.135338,23614.105263
State,11,District of Columbia,215,OTHER HEART ASSIST SYSTEM IMPLANT,14,365377,105989.71429,88000.071429
State,11,District of Columbia,216,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,86,381673.2093,103808.31395,90106.267442
State,11,District of Columbia,217,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,15,197523.06667,68772.8,42732.733333
State,11,District of Columbia,219,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,119,343162.71429,83369.773109,71642.764706
State,11,District of Columbia,220,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,40,213591.45,51804.55,43834.725
State,11,District of Columbia,222,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITH MC",22,337255.09091,84283.545455,67767.454545
State,11,District of Columbia,226,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITH MCC,34,244512.08824,64649.205882,55019.5
State,11,District of Columbia,227,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,12,227378.66667,56991.416667,43291.166667
State,11,District of Columbia,228,OTHER CARDIOTHORACIC PROCEDURES WITH MCC,29,252115.48276,59515.034483,50563.896552
State,11,District of Columbia,229,OTHER CARDIOTHORACIC PROCEDURES WITHOUT MCC,33,166564.78788,36092.333333,31324.878788
State,11,District of Columbia,233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITH MCC,47,294693.02128,85641.255319,66016.297872
State,11,District of Columbia,234,CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITHOUT MCC,17,201841.29412,48262.117647,44246.470588
State,11,District of Columbia,235,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC,131,208111.01527,57951.824427,48036.137405
State,11,District of Columbia,236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,58,145157.36207,40503.017241,30222.775862
State,11,District of Columbia,239,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH MCC,48,250406.72917,59111.333333,49161.416667
State,11,District of Columbia,240,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC,33,144860.9697,32265.666667,24117.363636
State,11,District of Columbia,242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,43,161883.06977,36368,31950.767442
State,11,District of Columbia,243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,54,100804.14815,24659.777778,19602.648148
State,11,District of Columbia,244,PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC,17,60423.823529,17201.764706,15273.823529
State,11,District of Columbia,246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O,130,135116.51538,32142.869231,26762.615385
State,11,District of Columbia,247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,155,75916.264516,19437.8,14764.154839
State,11,District of Columbia,250,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITH MCC,13,184887,33191.923077,27267.076923
State,11,District of Columbia,251,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITHOUT MCC,16,82219.8125,17005.5,13070.8125
State,11,District of Columbia,252,OTHER VASCULAR PROCEDURES WITH MCC,202,170776.63366,37423.133663,31071.321782
State,11,District of Columbia,253,OTHER VASCULAR PROCEDURES WITH CC,105,150326.89524,28795.961905,21870.152381
State,11,District of Columbia,254,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC,22,113064.90909,18365.181818,14400.545455
State,11,District of Columbia,255,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH MCC,12,132470.25,30588.916667,22555.75
State,11,District of Columbia,260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC,17,187800.23529,40927.764706,33250.058824
State,11,District of Columbia,264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,46,164726.06522,37698.630435,28881
State,11,District of Columbia,266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,105,269548.46667,66602.419048,60043.171429
State,11,District of Columbia,267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,262,192701.64122,50551.874046,44899.438931
State,11,District of Columbia,268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC,18,300983.72222,69400.611111,65269.222222
State,11,District of Columbia,269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,48,172257.77083,40146.1875,34240.041667
State,11,District of Columbia,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,144,257978.47917,58170.333333,51007.097222
State,11,District of Columbia,271,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,66,152545.30303,34888.606061,29988.515152
State,11,District of Columbia,272,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,13,113505.15385,24936,19970.615385
State,11,District of Columbia,273,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC,67,167688.10448,39336.19403,31965.955224
State,11,District of Columbia,274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,171,107953.70175,30171.608187,25652.134503
State,11,District of Columbia,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",327,70352.382263,16937.360856,12986.905199
State,11,District of Columbia,281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",132,42025.159091,10102.30303,6939.1363636
State,11,District of Columbia,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",54,27750.925926,7157.6111111,5065.5185185
State,11,District of Columbia,283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",30,106237.9,19476.866667,16399.733333
State,11,District of Columbia,286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",274,112215.34307,24443.379562,18076.645985
State,11,District of Columbia,287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",132,58691.204545,12062,8705.3409091
State,11,District of Columbia,291,HEART FAILURE AND SHOCK WITH MCC,917,63256.062159,14535.899673,10896.076336
State,11,District of Columbia,292,HEART FAILURE AND SHOCK WITH CC,179,42162.659218,9741.0446927,6547.2960894
State,11,District of Columbia,293,HEART FAILURE AND SHOCK WITHOUT CC/MCC,30,31733.933333,7079.4333333,4807.3333333
State,11,District of Columbia,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,66,74229.636364,16947.106061,12370
State,11,District of Columbia,300,PERIPHERAL VASCULAR DISORDERS WITH CC,93,43578.795699,11491.053763,8104.7849462
State,11,District of Columbia,301,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,21,29836.380952,7509.8095238,5819.8571429
State,11,District of Columbia,303,ATHEROSCLEROSIS WITHOUT MCC,21,23717.52381,8002.2857143,4602
State,11,District of Columbia,304,HYPERTENSION WITH MCC,80,69879.3,14451.375,10527.975
State,11,District of Columbia,305,HYPERTENSION WITHOUT MCC,79,38356.050633,8216.278481,5630.5949367
State,11,District of Columbia,306,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITH MCC,15,87870.866667,15491.933333,12239.733333
State,11,District of Columbia,307,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITHOUT MCC,14,54969.285714,8673.5,6385.7142857
State,11,District of Columbia,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,114,71433.868421,14629.912281,10758.850877
State,11,District of Columbia,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,121,38825.768595,8628.9752066,5614.768595
State,11,District of Columbia,310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,40,22785.6,6219.175,3743.9
State,11,District of Columbia,312,SYNCOPE AND COLLAPSE,155,41928.683871,9857.8709677,6437.6516129
State,11,District of Columbia,313,CHEST PAIN,53,28979.886792,7831.9056604,5679.509434
State,11,District of Columbia,314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,230,105781.95652,24708.513043,17875.078261
State,11,District of Columbia,315,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,99,48071.484848,10553.141414,7442.3434343
State,11,District of Columbia,316,OTHER CIRCULATORY SYSTEM DIAGNOSES WITHOUT CC/MCC,16,44164.8125,7907.4375,4780.75
State,11,District of Columbia,319,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITH MCC,47,149354.06383,41685.702128,34694.319149
State,11,District of Columbia,326,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH MCC",47,237464.93617,65284.06383,44776.659574
State,11,District of Columbia,327,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC",37,116838.83784,29523.540541,19983.189189
State,11,District of Columbia,328,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC",39,79885.769231,17330.897436,11991.846154
State,11,District of Columbia,329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,134,281420.47761,61950.798507,52723.828358
State,11,District of Columbia,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,171,113261.01754,25512.760234,19478.502924
State,11,District of Columbia,331,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,74,79891.351351,16327.081081,12027.513514
